transaction_id,customer_id,transaction_amount,transaction_time,payment_method,product_category,customer_age,account_age_days,device_type,customer_location,previous_transaction_count,failed_transaction_count,is_new_device,is_new_location,night_transaction,is_fraud
TXN000088,CUST1391,854.8,2026-01-01 14:30:00,Debit Card,Beauty,34,365,Mobile,Chennai,26,7,0,0,0,0
TXN000089,CUST6892,938.85,2026-01-01 14:40:00,UPI,Grocery,25,333,Mobile,Bhubaneswar,93,7,0,0,0,0
TXN000090,CUST4561,1118.78,2026-01-01 14:50:00,UPI,Clothing,63,1040,Desktop,Bangalore,4,7,0,0,0,1
TXN000091,CUST7184,841.86,2026-01-01 15:00:00,Net Banking,Grocery,67,1008,Desktop,Kolkata,19,1,0,0,0,0
TXN000092,CUST4099,550.78,2026-01-01 15:10:00,Debit Card,Home,38,108,Mobile,Kolkata,92,6,0,0,0,0
TXN000093,CUST7278,1703.69,2026-01-01 15:20:00,Debit Card,Home,56,1169,Tablet,Mumbai,57,8,1,0,0,1
TXN000094,CUST9392,467.65,2026-01-01 15:30:00,Net Banking,Beauty,35,1450,Mobile,Bhubaneswar,98,0,0,1,1,0
TXN000095,CUST4104,487.7,2026-01-01 15:40:00,Net Banking,Clothing,43,2441,Mobile,Kolkata,70,8,0,0,1,0
TXN000096,CUST8215,2391.72,2026-01-01 15:50:00,Credit Card,Sports,31,501,Tablet,Bhubaneswar,8,8,0,0,0,1
TXN000097,CUST3454,30.12,2026-01-01 16:00:00,Debit Card,Beauty,63,275,Tablet,Bhubaneswar,4,3,1,0,0,0
TXN000098,CUST9996,876.13,2026-01-01 16:10:00,Debit Card,Sports,59,1208,Mobile,Pune,77,5,0,0,0,0
TXN000099,CUST3731,906.05,2026-01-01 16:20:00,Credit Card,Grocery,40,2102,Tablet,Kolkata,37,5,0,0,0,0
TXN000100,CUST9154,323.51,2026-01-01 16:30:00,Credit Card,Grocery,44,369,Desktop,Bhubaneswar,96,1,0,1,0,0
TXN000101,CUST6056,502.06,2026-01-01 16:40:00,Credit Card,Sports,40,575,Tablet,Bhubaneswar,96,7,1,1,0,1
TXN000102,CUST9110,486.21,2026-01-01 16:50:00,Net Banking,Sports,35,477,Desktop,Bangalore,41,3,0,0,0,0
TXN000103,CUST4840,398.04,2026-01-01 17:00:00,UPI,Home,53,2260,Desktop,Delhi,87,7,1,0,0,0
TXN000104,CUST2028,462.56,2026-01-01 17:10:00,Debit Card,Sports,18,1358,Tablet,Chennai,49,6,0,0,0,0
TXN000105,CUST8385,721.14,2026-01-01 17:20:00,UPI,Home,67,1938,Desktop,Delhi,50,1,0,0,0,0
TXN000106,CUST1502,272.43,2026-01-01 17:30:00,Credit Card,Home,52,1004,Mobile,Kolkata,27,3,0,0,0,0
TXN000107,CUST7910,490.52,2026-01-01 17:40:00,UPI,Grocery,54,32,Tablet,Bhubaneswar,63,1,0,1,0,0
TXN000108,CUST7938,127.84,2026-01-01 17:50:00,Wallet,Sports,24,1486,Tablet,Kolkata,61,3,0,0,1,0
TXN000109,CUST5488,266.48,2026-01-01 18:00:00,Wallet,Sports,61,744,Desktop,Bhubaneswar,31,4,0,0,0,0
TXN000110,CUST1206,166.31,2026-01-01 18:10:00,UPI,Beauty,68,380,Mobile,Kolkata,21,8,0,0,0,0
TXN000111,CUST6134,575.46,2026-01-01 18:20:00,Credit Card,Beauty,46,588,Mobile,Kolkata,49,7,0,0,0,0
TXN000112,CUST6977,174.24,2026-01-01 18:30:00,Net Banking,Grocery,32,1310,Tablet,Mumbai,17,6,0,0,1,0
TXN000113,CUST8721,122.38,2026-01-01 18:40:00,Wallet,Clothing,69,2053,Tablet,Kolkata,56,3,1,0,1,1
TXN000114,CUST8035,122.81,2026-01-01 18:50:00,UPI,Beauty,20,964,Desktop,Bangalore,11,6,0,0,0,0
TXN000115,CUST2484,175.52,2026-01-01 19:00:00,Wallet,Beauty,46,102,Mobile,Delhi,60,4,0,0,0,0
TXN000116,CUST8858,1382.32,2026-01-01 19:10:00,Debit Card,Clothing,68,1900,Desktop,Hyderabad,85,4,0,0,0,1
TXN000117,CUST1863,2289.56,2026-01-01 19:20:00,Net Banking,Home,52,1262,Desktop,Bangalore,71,2,0,0,0,0
TXN000118,CUST3790,351.33,2026-01-01 19:30:00,Credit Card,Grocery,55,967,Desktop,Bangalore,34,4,0,0,0,0
TXN000119,CUST8408,110.67,2026-01-01 19:40:00,Debit Card,Grocery,54,1267,Mobile,Hyderabad,52,7,0,0,0,0
TXN000120,CUST9755,364.79,2026-01-01 19:50:00,Credit Card,Home,66,1098,Desktop,Hyderabad,63,0,0,1,1,0
TXN000121,CUST6116,1970.21,2026-01-01 20:00:00,Debit Card,Electronics,18,646,Tablet,Mumbai,41,1,0,0,1,1
TXN000122,CUST7019,619.71,2026-01-01 20:10:00,Wallet,Beauty,49,339,Desktop,Hyderabad,89,8,0,0,0,0
TXN000123,CUST2757,114.32,2026-01-01 20:20:00,Credit Card,Beauty,46,1766,Tablet,Mumbai,31,8,0,0,0,0
TXN000124,CUST8574,3052.75,2026-01-01 20:30:00,Credit Card,Beauty,21,1200,Mobile,Bangalore,45,8,0,0,1,1
TXN000125,CUST7374,344.33,2026-01-01 20:40:00,Net Banking,Beauty,63,687,Tablet,Bhubaneswar,83,1,0,0,0,0
TXN000126,CUST7892,288.89,2026-01-01 20:50:00,Debit Card,Grocery,57,2022,Tablet,Pune,81,1,0,0,0,0
TXN000127,CUST2678,1590.45,2026-01-01 21:00:00,Credit Card,Electronics,35,14,Mobile,Chennai,64,4,0,0,0,1
TXN000128,CUST4242,649.98,2026-01-01 21:10:00,Wallet,Clothing,37,2356,Mobile,Delhi,27,2,0,0,0,0
TXN000129,CUST5636,1788.37,2026-01-01 21:20:00,Credit Card,Grocery,55,1224,Mobile,Bangalore,98,0,0,0,0,0
TXN000130,CUST2059,429.56,2026-01-01 21:30:00,Debit Card,Grocery,21,1678,Desktop,Delhi,15,9,0,0,0,0
TXN000131,CUST7668,457.26,2026-01-01 21:40:00,Credit Card,Grocery,46,583,Mobile,Pune,14,1,0,0,1,0
TXN000132,CUST4157,306.09,2026-01-01 21:50:00,Net Banking,Home,32,1435,Tablet,Chennai,45,0,0,0,0,0
TXN000133,CUST6915,574.7,2026-01-01 22:00:00,Net Banking,Clothing,33,310,Tablet,Bangalore,14,6,0,0,0,0
TXN000134,CUST3693,473.85,2026-01-01 22:10:00,Debit Card,Sports,38,744,Tablet,Kolkata,56,4,0,0,0,0
TXN000135,CUST4627,243.69,2026-01-01 22:20:00,Net Banking,Home,48,1399,Mobile,Kolkata,31,7,0,1,0,0
TXN000136,CUST6450,90.84,2026-01-01 22:30:00,Net Banking,Electronics,50,645,Desktop,Hyderabad,81,8,0,1,1,1
TXN000137,CUST2663,792.7,2026-01-01 22:40:00,Wallet,Home,58,489,Mobile,Chennai,89,4,0,0,0,0
TXN000138,CUST6592,680.75,2026-01-01 22:50:00,Wallet,Beauty,69,2166,Mobile,Chennai,1,2,0,0,1,0
TXN000139,CUST8392,378.49,2026-01-01 23:00:00,Debit Card,Clothing,61,2221,Tablet,Chennai,28,6,0,0,1,0
TXN000140,CUST2306,1269.38,2026-01-01 23:10:00,Debit Card,Sports,36,1677,Mobile,Bhubaneswar,27,5,0,0,1,1
TXN000141,CUST7776,572.13,2026-01-01 23:20:00,Debit Card,Grocery,35,925,Desktop,Bhubaneswar,7,2,0,0,0,0
TXN000142,CUST6864,762.38,2026-01-01 23:30:00,Credit Card,Clothing,22,1179,Desktop,Bhubaneswar,40,1,1,0,0,0
TXN000143,CUST8526,490.4,2026-01-01 23:40:00,Wallet,Clothing,34,428,Desktop,Delhi,32,7,0,0,1,0
TXN000144,CUST9901,100.79,2026-01-01 23:50:00,Wallet,Sports,57,361,Mobile,Delhi,73,5,0,0,0,0
TXN000145,CUST6575,1818.75,2026-01-02 00:00:00,Wallet,Clothing,32,1934,Tablet,Chennai,60,5,0,0,1,1
TXN000146,CUST6530,719.89,2026-01-02 00:10:00,Debit Card,Home,28,2402,Desktop,Bhubaneswar,86,9,0,0,0,0
TXN000147,CUST5413,130.77,2026-01-02 00:20:00,Debit Card,Electronics,33,2414,Desktop,Kolkata,63,6,0,0,0,0
TXN000148,CUST4748,313.31,2026-01-02 00:30:00,Net Banking,Clothing,62,2217,Mobile,Pune,6,5,0,0,0,0
TXN000149,CUST1663,874.54,2026-01-02 00:40:00,Net Banking,Clothing,62,2380,Mobile,Hyderabad,50,5,1,0,0,1
TXN000150,CUST2998,2233.39,2026-01-02 00:50:00,UPI,Grocery,52,2218,Desktop,Pune,78,3,1,0,0,1
TXN000151,CUST8994,656.77,2026-01-02 01:00:00,Wallet,Grocery,69,1150,Mobile,Bhubaneswar,29,8,0,0,0,0
TXN000152,CUST2495,1030.91,2026-01-02 01:10:00,Net Banking,Clothing,62,2164,Desktop,Bhubaneswar,69,0,0,1,0,0
TXN000153,CUST4304,2560.7,2026-01-02 01:20:00,Net Banking,Beauty,31,76,Tablet,Bhubaneswar,32,4,0,0,1,1
TXN000154,CUST4763,2441.78,2026-01-02 01:30:00,Wallet,Home,27,2077,Tablet,Delhi,87,2,0,0,0,0
TXN000155,CUST6232,641.47,2026-01-02 01:40:00,Credit Card,Beauty,18,2114,Tablet,Kolkata,8,4,0,0,1,1
TXN000156,CUST2853,952.4,2026-01-02 01:50:00,Debit Card,Grocery,55,1363,Desktop,Kolkata,23,9,0,0,0,0
TXN000157,CUST7585,185.17,2026-01-02 02:00:00,Credit Card,Clothing,47,1108,Desktop,Hyderabad,6,4,0,1,0,0
TXN000158,CUST2291,468.0,2026-01-02 02:10:00,Credit Card,Grocery,32,2023,Tablet,Kolkata,60,2,0,0,0,0
TXN000159,CUST4581,739.84,2026-01-02 02:20:00,UPI,Clothing,31,548,Desktop,Pune,21,6,0,0,0,0
TXN000160,CUST8554,323.97,2026-01-02 02:30:00,Wallet,Home,65,828,Desktop,Pune,4,8,0,0,0,0
TXN000161,CUST8280,130.75,2026-01-02 02:40:00,Credit Card,Electronics,65,828,Desktop,Delhi,11,5,0,0,0,0
TXN000162,CUST2636,473.63,2026-01-02 02:50:00,Credit Card,Beauty,63,464,Desktop,Pune,36,5,1,0,0,0
TXN000163,CUST4696,84.07,2026-01-02 03:00:00,Credit Card,Beauty,34,467,Tablet,Mumbai,18,7,0,0,0,0
TXN000164,CUST1698,2230.79,2026-01-02 03:10:00,Credit Card,Beauty,29,1717,Tablet,Hyderabad,90,1,1,0,1,1
TXN000165,CUST5737,465.29,2026-01-02 03:20:00,UPI,Home,58,782,Desktop,Kolkata,37,7,1,0,0,0
TXN000166,CUST1854,1425.65,2026-01-02 03:30:00,UPI,Grocery,28,1557,Desktop,Hyderabad,54,0,1,0,0,0
TXN000167,CUST9164,204.49,2026-01-02 03:40:00,Wallet,Electronics,62,2339,Tablet,Hyderabad,22,3,0,1,1,0
TXN000168,CUST6855,297.96,2026-01-02 03:50:00,Credit Card,Home,69,1718,Tablet,Chennai,53,0,1,0,0,0
TXN000169,CUST8392,886.79,2026-01-02 04:00:00,Net Banking,Grocery,60,507,Mobile,Delhi,61,9,0,0,0,0
TXN000170,CUST7528,2192.71,2026-01-02 04:10:00,Credit Card,Home,40,1043,Desktop,Delhi,81,8,0,0,0,1
TXN000171,CUST6249,593.41,2026-01-02 04:20:00,Wallet,Sports,26,81,Tablet,Chennai,7,2,0,0,0,0
TXN000172,CUST6172,215.54,2026-01-02 04:30:00,Net Banking,Beauty,63,972,Tablet,Chennai,43,5,0,0,0,0
TXN000173,CUST2707,1180.61,2026-01-02 04:40:00,Wallet,Grocery,58,1574,Tablet,Bhubaneswar,72,3,0,0,0,1
TXN000174,CUST6791,168.82,2026-01-02 04:50:00,Wallet,Home,48,2416,Desktop,Bangalore,29,0,0,0,0,0
TXN000175,CUST6535,1811.56,2026-01-02 05:00:00,Credit Card,Beauty,69,1092,Desktop,Hyderabad,76,0,0,0,0,0
TXN000176,CUST5931,1424.71,2026-01-02 05:10:00,Debit Card,Home,28,121,Desktop,Mumbai,75,5,0,0,0,1
TXN000177,CUST4510,230.86,2026-01-02 05:20:00,Debit Card,Sports,61,2419,Desktop,Mumbai,2,1,0,0,0,0
TXN000178,CUST1202,434.98,2026-01-02 05:30:00,Credit Card,Home,61,572,Mobile,Mumbai,40,2,0,0,0,0
TXN000179,CUST5218,295.61,2026-01-02 05:40:00,UPI,Clothing,59,896,Tablet,Bhubaneswar,87,8,0,0,1,0
TXN000180,CUST9958,720.73,2026-01-02 05:50:00,Net Banking,Electronics,27,1730,Desktop,Bhubaneswar,94,0,0,0,0,0
TXN000181,CUST5389,787.9,2026-01-02 06:00:00,UPI,Clothing,24,1815,Desktop,Kolkata,35,6,1,0,0,1
TXN000182,CUST3327,88.68,2026-01-02 06:10:00,Net Banking,Grocery,51,2373,Desktop,Bhubaneswar,77,6,0,0,0,0
TXN000183,CUST9004,827.68,2026-01-02 06:20:00,Credit Card,Home,23,2166,Tablet,Pune,75,4,0,0,1,0
TXN000184,CUST3931,446.78,2026-01-02 06:30:00,Debit Card,Beauty,65,82,Tablet,Pune,32,5,0,0,0,0
TXN000185,CUST8777,145.7,2026-01-02 06:40:00,Debit Card,Beauty,49,349,Desktop,Kolkata,85,7,0,0,0,0
TXN000186,CUST1197,906.78,2026-01-02 06:50:00,Wallet,Sports,69,261,Desktop,Kolkata,53,3,0,0,0,0
TXN000187,CUST8125,2402.28,2026-01-02 07:00:00,Debit Card,Sports,45,1361,Desktop,Bhubaneswar,37,9,0,0,0,1
TXN000188,CUST2930,550.25,2026-01-02 07:10:00,Net Banking,Beauty,58,1652,Mobile,Bhubaneswar,91,6,0,0,0,0
TXN000189,CUST7287,1992.86,2026-01-02 07:20:00,Debit Card,Clothing,43,161,Desktop,Hyderabad,35,1,0,0,0,0
TXN000190,CUST9800,1119.84,2026-01-02 07:30:00,Debit Card,Grocery,26,667,Tablet,Pune,64,3,0,0,0,1
TXN000191,CUST5282,1132.67,2026-01-02 07:40:00,Debit Card,Electronics,51,2478,Tablet,Kolkata,98,4,0,0,0,1
TXN000192,CUST3511,784.48,2026-01-02 07:50:00,UPI,Home,32,672,Tablet,Delhi,66,5,1,0,0,1
TXN000193,CUST1659,394.98,2026-01-02 08:00:00,UPI,Grocery,28,266,Mobile,Pune,7,6,0,0,1,0
TXN000194,CUST3811,234.64,2026-01-02 08:10:00,UPI,Grocery,20,1225,Desktop,Delhi,71,7,0,0,1,0
TXN000195,CUST8098,10668.88,2026-01-02 08:20:00,Net Banking,Electronics,45,785,Tablet,Kolkata,32,5,0,0,0,1
TXN000196,CUST7546,585.62,2026-01-02 08:30:00,Net Banking,Clothing,35,2136,Tablet,Pune,70,9,0,0,0,0
TXN000197,CUST2986,574.72,2026-01-02 08:40:00,Credit Card,Sports,32,1141,Desktop,Delhi,87,1,0,0,0,0
TXN000198,CUST9338,1460.25,2026-01-02 08:50:00,Net Banking,Grocery,29,2136,Mobile,Mumbai,7,4,0,0,0,1
TXN000199,CUST3911,74.17,2026-01-02 09:00:00,Credit Card,Clothing,65,1738,Tablet,Mumbai,62,1,0,0,0,0
TXN000200,CUST2734,876.33,2026-01-02 09:10:00,Wallet,Grocery,31,835,Desktop,Delhi,42,1,1,0,0,0
TXN000201,CUST2843,1896.59,2026-01-02 09:20:00,Wallet,Clothing,18,1692,Mobile,Pune,88,7,0,0,0,1
TXN000202,CUST9680,1848.45,2026-01-02 09:30:00,UPI,Home,61,546,Mobile,Bhubaneswar,56,5,0,0,0,1
TXN000203,CUST3976,874.1,2026-01-02 09:40:00,Debit Card,Beauty,65,1751,Tablet,Chennai,5,5,1,0,0,1
TXN000204,CUST2959,180.16,2026-01-02 09:50:00,UPI,Electronics,63,1051,Tablet,Delhi,19,9,0,0,1,0
TXN000205,CUST6759,1210.61,2026-01-02 10:00:00,Credit Card,Grocery,35,145,Tablet,Kolkata,73,8,0,0,0,1
TXN000206,CUST7694,162.26,2026-01-02 10:10:00,Net Banking,Clothing,56,347,Mobile,Chennai,51,1,0,0,1,0
