transaction_id,customer_id,transaction_amount,transaction_time,payment_method,product_category,customer_age,account_age_days,device_type,customer_location,previous_transaction_count,failed_transaction_count,is_new_device,is_new_location,night_transaction,is_fraud,transaction_hour,amount_log,failure_rate,customer_avg_amount,amount_deviation,risk_signal_score
TXN000024,CUST8849,804.2,2026-01-01 03:50:00,Wallet,Electronics,51,1127,Desktop,Mumbai,72,0,0,0,0,0,3,6.691090693765636,0.0,807.3888888888889,0.9948182255515086,1.0
TXN000025,CUST3047,632.22,2026-01-01 04:00:00,Debit Card,Home,62,850,Desktop,Bangalore,14,0,0,0,0,0,4,6.45081791310501,0.0,900.15,0.7015702158353215,1.0
TXN000026,CUST3747,68.38,2026-01-01 04:10:00,Debit Card,Home,21,84,Tablet,Delhi,68,0,0,0,1,0,4,4.239598641541604,0.0,735.1788888888889,0.09288503247248177,0.5
TXN000027,CUST1189,466.0,2026-01-01 04:20:00,UPI,Beauty,61,1809,Mobile,Kolkata,23,5,0,0,0,0,4,6.1463292576688975,0.20833333333333334,616.7760000000001,0.7543187174639351,0.4166666666666667
TXN000028,CUST3734,180.3,2026-01-01 04:30:00,UPI,Grocery,21,1522,Mobile,Mumbai,95,0,0,0,1,0,4,5.200153117760806,0.0,861.9050000000001,0.20894536478523126,0.5
TXN000029,CUST4005,107.59,2026-01-01 04:40:00,Credit Card,Grocery,66,414,Tablet,Bangalore,18,1,0,0,1,0,4,4.687579322228809,0.05263157894736842,626.75875,0.17138749559444613,0.6052631578947368
TXN000030,CUST5658,361.27,2026-01-01 04:50:00,Wallet,Clothing,36,604,Tablet,Bangalore,96,9,0,1,0,0,4,5.8923897901667415,0.09278350515463918,476.6366666666667,0.7563699045997305,1.1855670103092784
TXN000031,CUST2899,261.45,2026-01-01 05:00:00,Credit Card,Home,37,2003,Desktop,Kolkata,22,1,0,0,0,0,5,5.5700605876983085,0.043478260869565216,1723.2649999999999,0.1516298248819062,0.08695652173913043
TXN000032,CUST8734,231.99,2026-01-01 05:10:00,Wallet,Clothing,59,1882,Tablet,Bangalore,27,2,0,0,0,0,5,5.450995534189742,0.07142857142857142,325.6471428571429,0.7102159166947295,0.14285714285714285
TXN000033,CUST2267,116.9,2026-01-01 05:20:00,Net Banking,Clothing,46,747,Mobile,Hyderabad,89,1,0,0,0,0,5,4.769836807543325,0.011111111111111112,148.43,0.7823060965000335,0.022222222222222223
TXN000034,CUST2528,2916.18,2026-01-01 05:30:00,UPI,Grocery,35,1886,Tablet,Chennai,59,5,0,0,0,1,5,7.978372675197368,0.08333333333333333,1569.27,1.8571201131015684,2.166666666666667
TXN000035,CUST4556,141.75,2026-01-01 05:40:00,Debit Card,Clothing,34,2110,Tablet,Hyderabad,49,6,0,0,1,0,5,4.96109484853612,0.12,580.108,0.24393056024009308,0.74
TXN000036,CUST4890,351.84,2026-01-01 05:50:00,Credit Card,Beauty,44,4,Mobile,Hyderabad,75,1,0,1,1,0,5,5.866014696390566,0.013157894736842105,825.8325,0.4255275403422096,1.5263157894736843
TXN000037,CUST9838,974.85,2026-01-01 06:00:00,Debit Card,Sports,55,1818,Desktop,Mumbai,64,5,1,0,0,1,6,6.883308886077211,0.07692307692307693,748.83,1.3000946881293092,2.1538461538461537
TXN000038,CUST6393,1310.91,2026-01-01 06:10:00,UPI,Sports,40,1819,Tablet,Bhubaneswar,96,7,0,0,0,1,6,7.179239369590139,0.07216494845360824,883.8700000000001,1.4814718546227128,2.1443298969072164
TXN000039,CUST9792,163.74,2026-01-01 06:20:00,Credit Card,Sports,25,1821,Desktop,Delhi,11,7,0,0,0,0,6,5.1043684735131025,0.5833333333333334,747.15,0.21885985430729132,1.1666666666666667
TXN000040,CUST9433,396.08,2026-01-01 06:30:00,Wallet,Home,20,1521,Desktop,Kolkata,55,7,0,0,0,0,6,5.984137771721521,0.125,669.4366666666667,0.5907791439410135,0.25
TXN000041,CUST8513,857.1,2026-01-01 06:40:00,Wallet,Electronics,60,1597,Mobile,Hyderabad,94,0,0,0,0,0,6,6.7547206428130755,0.0,560.192,1.527284779540692,1.0
TXN000042,CUST3612,663.8,2026-01-01 06:50:00,Debit Card,Beauty,44,865,Mobile,Kolkata,80,7,0,1,0,1,6,6.499486243541238,0.08641975308641975,599.466,1.105474747945762,2.1728395061728394
TXN000043,CUST8041,721.14,2026-01-01 07:00:00,Wallet,Sports,38,1182,Desktop,Mumbai,26,2,0,0,0,0,7,6.582219025912698,0.07407407407407407,612.5912500000001,1.1752775157729187,1.1481481481481481
TXN000044,CUST7235,149.38,2026-01-01 07:10:00,Debit Card,Clothing,66,387,Mobile,Chennai,84,5,0,0,0,0,7,5.01316542394988,0.058823529411764705,513.875,0.2901286720077689,0.11764705882352941
TXN000045,CUST6486,215.8,2026-01-01 07:20:00,Credit Card,Clothing,43,2216,Mobile,Bhubaneswar,45,8,0,0,1,0,7,5.378975269565491,0.17391304347826086,438.2425,0.4913003636943147,0.8478260869565217
TXN000046,CUST8099,423.45,2026-01-01 07:30:00,Debit Card,Sports,54,520,Tablet,Chennai,41,5,0,0,0,0,7,6.050794213183977,0.11904761904761904,1105.8555555555556,0.3825702440346527,0.23809523809523808
TXN000047,CUST1775,360.61,2026-01-01 07:40:00,Net Banking,Sports,55,983,Tablet,Chennai,55,2,0,0,1,0,7,5.890566283002889,0.03571428571428571,958.972,0.3756463730192131,0.5714285714285714
TXN000048,CUST9226,580.8,2026-01-01 07:50:00,Credit Card,Beauty,61,1746,Desktop,Bangalore,76,1,0,0,0,0,7,6.366126746061101,0.012987012987012988,1207.32375,0.48066588114319525,1.025974025974026
TXN000049,CUST4152,171.27,2026-01-01 08:00:00,Debit Card,Clothing,41,2317,Tablet,Bangalore,89,6,0,0,0,0,8,5.149063013458278,0.06666666666666667,153.845,1.106073815751235,0.13333333333333333
TXN000050,CUST2585,1308.35,2026-01-01 08:10:00,Wallet,Home,68,2266,Mobile,Pune,54,8,0,0,0,1,8,7.177286109849469,0.14545454545454545,1056.2266666666667,1.2375302678706552,2.290909090909091
TXN000051,CUST4943,149.57,2026-01-01 08:20:00,Debit Card,Sports,43,1333,Tablet,Kolkata,5,2,0,0,0,0,8,5.014428092334952,0.3333333333333333,602.5033333333333,0.2478362450359291,0.6666666666666666
TXN000052,CUST8555,620.51,2026-01-01 08:30:00,Wallet,Electronics,36,1634,Mobile,Bangalore,90,1,0,0,0,0,8,6.432152000925907,0.01098901098901099,404.1483333333333,1.5315625141409115,1.021978021978022
TXN000053,CUST4073,218.51,2026-01-01 08:40:00,Net Banking,Clothing,33,909,Desktop,Chennai,40,4,0,0,0,0,8,5.391397789564048,0.0975609756097561,1823.6525000000001,0.11975430938219742,0.1951219512195122
TXN000054,CUST2021,377.98,2026-01-01 08:50:00,Net Banking,Home,23,330,Desktop,Mumbai,80,7,0,0,1,0,8,5.937483433241469,0.08641975308641975,353.32000000000005,1.0667757958907202,0.6728395061728395
TXN000055,CUST4843,112.93,2026-01-01 09:00:00,Wallet,Grocery,62,1095,Mobile,Chennai,92,0,0,0,1,0,9,4.735584224710024,0.0,487.58000000000004,0.23113921977976995,0.5
TXN000056,CUST8989,416.54,2026-01-01 09:10:00,Credit Card,Electronics,63,2224,Tablet,Chennai,61,1,0,0,0,0,9,6.034380348084814,0.016129032258064516,341.904,1.2147423185497983,0.03225806451612903
TXN000057,CUST7873,958.49,2026-01-01 09:20:00,Wallet,Grocery,69,99,Desktop,Hyderabad,82,2,0,0,0,0,9,6.866401893298603,0.024096385542168676,1023.6183333333333,0.935460521072074,1.0481927710843373
TXN000058,CUST6675,1747.32,2026-01-01 09:30:00,Debit Card,Clothing,51,2064,Desktop,Chennai,55,7,0,0,0,1,9,7.4664106058224355,0.125,545.79625,3.1955595891522663,2.25
TXN000059,CUST1161,446.8,2026-01-01 09:40:00,Credit Card,Grocery,30,742,Tablet,Bhubaneswar,20,2,0,0,0,0,9,6.104346704164654,0.09523809523809523,617.3520000000001,0.7225657877713664,0.19047619047619047
TXN000060,CUST5297,145.74,2026-01-01 09:50:00,Credit Card,Grocery,57,1545,Tablet,Bangalore,30,8,1,0,0,0,9,4.9886623132858485,0.25806451612903225,1495.2266666666667,0.09740502775871748,1.5161290322580645
TXN000061,CUST1995,1113.64,2026-01-01 10:00:00,Debit Card,Sports,30,1802,Mobile,Mumbai,27,7,0,0,0,1,10,7.016286761805336,0.25,516.5877777777778,2.1515964012545377,2.5
TXN000062,CUST8629,697.14,2026-01-01 10:10:00,Credit Card,Sports,61,2214,Desktop,Kolkata,9,2,0,0,0,0,10,6.548419655716187,0.2,427.46000000000004,1.6270830415908135,1.4
TXN000063,CUST2016,416.12,2026-01-01 10:20:00,Debit Card,Home,52,269,Tablet,Bangalore,27,8,0,0,1,0,10,6.033373950185192,0.2857142857142857,940.2828571428571,0.4420775294506889,1.0714285714285714
TXN000064,CUST8869,286.91,2026-01-01 10:30:00,UPI,Sports,46,91,Desktop,Kolkata,46,0,1,0,0,0,10,5.662647931297646,0.0,571.99,0.5007242709296846,1.0
TXN000065,CUST7439,436.58,2026-01-01 10:40:00,Net Banking,Beauty,57,1123,Desktop,Pune,91,2,0,0,1,0,10,6.081259546224197,0.021739130434782608,303.97249999999997,1.4315389092459156,0.5434782608695652
TXN000066,CUST8892,507.23,2026-01-01 10:50:00,UPI,Home,21,669,Mobile,Bhubaneswar,28,5,0,0,0,0,10,6.2309341010209645,0.1724137931034483,863.2677777777777,0.5868898656666337,1.3448275862068966
TXN000067,CUST7863,1107.19,2026-01-01 11:00:00,UPI,Home,51,663,Tablet,Pune,84,6,0,1,0,1,11,7.010483332750594,0.07058823529411765,1421.8733333333332,0.7781367280291992,3.1411764705882352
TXN000068,CUST8916,211.06,2026-01-01 11:10:00,Net Banking,Grocery,56,1137,Tablet,Bangalore,8,3,0,0,1,0,11,5.356869253497652,0.3333333333333333,326.5225,0.6444137425673045,1.1666666666666665
TXN000069,CUST9529,250.51,2026-01-01 11:20:00,UPI,Clothing,20,188,Desktop,Bhubaneswar,29,0,0,0,0,0,11,5.527482750180741,0.0,503.7466666666666,0.49630837912087916,0.0
TXN000070,CUST1878,389.6,2026-01-01 11:30:00,Wallet,Beauty,60,1839,Mobile,Pune,93,2,0,0,0,0,11,5.967684018442578,0.02127659574468085,639.9359999999999,0.6078610032826992,0.0425531914893617
TXN000071,CUST5887,126.74,2026-01-01 11:40:00,Net Banking,Grocery,45,2498,Mobile,Delhi,61,6,1,0,0,0,11,4.849996948133443,0.0967741935483871,1483.71,0.08536347165439714,1.1935483870967742
TXN000072,CUST5859,980.18,2026-01-01 11:50:00,UPI,Electronics,20,2478,Desktop,Delhi,87,6,0,0,0,0,11,6.888755928972354,0.06818181818181818,1010.845,0.9687056812061136,1.1363636363636362
TXN000073,CUST7331,889.97,2026-01-01 12:00:00,Net Banking,Clothing,58,2055,Desktop,Kolkata,85,4,0,0,0,0,12,6.792310756870291,0.046511627906976744,1388.8933333333334,0.6403153239577137,1.0930232558139534
TXN000074,CUST9571,663.75,2026-01-01 12:10:00,Net Banking,Beauty,42,1696,Tablet,Mumbai,51,5,0,0,1,1,12,6.499411030123129,0.09615384615384616,451.62166666666667,1.466456532865933,1.6923076923076923
TXN000075,CUST9684,5542.8,2026-01-01 12:20:00,Net Banking,Grocery,54,169,Mobile,Pune,15,3,0,0,0,1,12,8.620435465182945,0.1875,1431.1425,3.8702852544352258,2.375
TXN000076,CUST8208,972.71,2026-01-01 12:30:00,Wallet,Electronics,19,1928,Mobile,Mumbai,29,5,0,0,0,0,12,6.8811135180357015,0.16666666666666666,474.5942857142857,2.0452516550721502,1.3333333333333333
TXN000077,CUST6276,1891.53,2026-01-01 12:40:00,Wallet,Grocery,22,2160,Mobile,Bangalore,49,7,0,0,0,1,12,7.545669837233517,0.14,505.80125,3.732291504805878,2.2800000000000002
TXN000078,CUST3062,523.77,2026-01-01 12:50:00,Debit Card,Clothing,67,1450,Desktop,Bangalore,46,6,0,1,0,1,12,6.262960071361773,0.1276595744680851,745.49625,0.7016378180064534,2.25531914893617
TXN000079,CUST1064,284.73,2026-01-01 13:00:00,Debit Card,Sports,58,1234,Desktop,Chennai,0,3,1,0,0,0,13,5.655047308974325,3.0,603.45875,0.47104951330425776,7.0
TXN000080,CUST9006,116.89,2026-01-01 13:10:00,Wallet,Clothing,20,1942,Mobile,Delhi,50,2,0,0,0,0,13,4.769751986304036,0.0392156862745098,176.3033333333333,0.6592656652441203,0.0784313725490196
TXN000081,CUST3568,669.34,2026-01-01 13:20:00,Net Banking,Clothing,19,1388,Mobile,Mumbai,10,5,0,0,0,0,13,6.5077850463559335,0.45454545454545453,397.7675,1.678521945745328,1.9090909090909092
TXN000082,CUST6463,846.42,2026-01-01 13:30:00,Credit Card,Sports,42,1617,Mobile,Bangalore,82,2,0,0,0,0,13,6.742196439518854,0.024096385542168676,583.66,1.4477132008346731,1.0481927710843373
TXN000083,CUST3027,1248.42,2026-01-01 13:40:00,Debit Card,Sports,44,2001,Mobile,Hyderabad,13,5,1,0,0,1,13,7.130434722615036,0.35714285714285715,652.774,1.9095589607417855,3.7142857142857144
TXN000084,CUST3695,298.03,2026-01-01 13:50:00,Debit Card,Home,68,2082,Desktop,Bangalore,95,0,0,0,0,0,13,5.700543902805682,0.0,950.8060000000002,0.3131205308644828,0.0
TXN000085,CUST6258,959.87,2026-01-01 14:00:00,Credit Card,Sports,18,985,Desktop,Pune,8,4,0,0,0,0,14,6.86783912406528,0.4444444444444444,613.875,1.5610815206342752,1.8888888888888888
TXN000086,CUST6618,134.57,2026-01-01 14:10:00,Credit Card,Sports,48,211,Tablet,Kolkata,58,5,0,0,0,0,14,4.909488112091298,0.0847457627118644,395.86285714285714,0.33908439043354305,0.1694915254237288
TXN000087,CUST7736,539.24,2026-01-01 14:20:00,Debit Card,Clothing,55,905,Mobile,Hyderabad,83,3,0,0,1,0,14,6.292013485266587,0.03571428571428571,539.24,0.9981489708277802,1.5714285714285714
TXN000088,CUST1391,854.8,2026-01-01 14:30:00,Debit Card,Beauty,34,365,Mobile,Chennai,26,7,0,0,0,0,14,6.752036703982716,0.25925925925925924,620.59125,1.3751802329907314,1.5185185185185186
TXN000089,CUST6892,938.85,2026-01-01 14:40:00,UPI,Grocery,25,333,Mobile,Bhubaneswar,93,7,0,0,0,0,14,6.845720288062604,0.07446808510638298,895.43375,1.0473166589276675,1.148936170212766
TXN000090,CUST4561,1118.78,2026-01-01 14:50:00,UPI,Clothing,63,1040,Desktop,Bangalore,4,7,0,0,0,1,14,7.020887516423093,1.4,583.539,1.9139527046099576,4.8
TXN000091,CUST7184,841.86,2026-01-01 15:00:00,Net Banking,Grocery,67,1008,Desktop,Kolkata,19,1,0,0,0,0,15,6.73680087066326,0.05,978.232,0.8597145518120324,1.1
TXN000092,CUST4099,550.78,2026-01-01 15:10:00,Debit Card,Home,38,108,Mobile,Kolkata,92,6,0,0,0,0,15,6.313149416110009,0.06451612903225806,619.74,0.8872958082288881,1.129032258064516
TXN000093,CUST7278,1703.69,2026-01-01 15:20:00,Debit Card,Home,56,1169,Tablet,Mumbai,57,8,1,0,0,1,15,7.441138555004869,0.13793103448275862,797.6518181818182,2.133207439355186,3.2758620689655173
TXN000094,CUST9392,467.65,2026-01-01 15:30:00,Net Banking,Beauty,35,1450,Mobile,Bhubaneswar,98,0,0,1,1,0,15,6.149856221192495,0.0,853.6814285714287,0.5471629362318791,1.5
TXN000095,CUST4104,487.7,2026-01-01 15:40:00,Net Banking,Clothing,43,2441,Mobile,Kolkata,70,8,0,0,1,0,15,6.191748804276109,0.11267605633802817,376.36499999999995,1.2923827063983149,0.7253521126760564
TXN000096,CUST8215,2391.72,2026-01-01 15:50:00,Credit Card,Sports,31,501,Tablet,Bhubaneswar,8,8,0,0,0,1,15,7.780186073122586,0.8888888888888888,1293.5259999999998,1.847564282216039,3.7777777777777777
TXN000097,CUST3454,30.12,2026-01-01 16:00:00,Debit Card,Beauty,63,275,Tablet,Bhubaneswar,4,3,1,0,0,0,16,3.4378506993101907,0.6,650.91,0.04620269669126107,2.2
TXN000098,CUST9996,876.13,2026-01-01 16:10:00,Debit Card,Sports,59,1208,Mobile,Pune,77,5,0,0,0,0,16,6.77665521399799,0.0641025641025641,487.965,1.7918051394271575,1.1282051282051282
TXN000099,CUST3731,906.05,2026-01-01 16:20:00,Credit Card,Grocery,40,2102,Tablet,Kolkata,37,5,0,0,0,0,16,6.810197575387331,0.13157894736842105,501.0783333333334,1.8045988839722882,1.263157894736842
TXN000100,CUST9154,323.51,2026-01-01 16:30:00,Credit Card,Grocery,44,369,Desktop,Bhubaneswar,96,1,0,1,0,0,16,5.782316352310308,0.010309278350515464,390.30428571428575,0.8267479090076045,1.0206185567010309
TXN000101,CUST6056,502.06,2026-01-01 16:40:00,Credit Card,Sports,40,575,Tablet,Bhubaneswar,96,7,1,1,0,1,16,6.220709447280168,0.07216494845360824,719.5942857142857,0.6967304764321512,3.1443298969072164
TXN000102,CUST9110,486.21,2026-01-01 16:50:00,Net Banking,Sports,35,477,Desktop,Bangalore,41,3,0,0,0,0,16,6.188695241636603,0.07142857142857142,400.35999999999996,1.21140621885589,0.14285714285714285
TXN000103,CUST4840,398.04,2026-01-01 17:00:00,UPI,Home,53,2260,Desktop,Delhi,87,7,1,0,0,0,17,5.989061662491672,0.07954545454545454,322.64,1.2298850574712645,1.1590909090909092
TXN000104,CUST2028,462.56,2026-01-01 17:10:00,Debit Card,Sports,18,1358,Tablet,Chennai,49,6,0,0,0,0,17,6.138935826466191,0.12,1099.39,0.420360054162615,0.24
TXN000105,CUST8385,721.14,2026-01-01 17:20:00,UPI,Home,67,1938,Desktop,Delhi,50,1,0,0,0,0,17,6.582219025912698,0.0196078431372549,1934.3785714285714,0.3726092717187114,1.0392156862745099
TXN000106,CUST1502,272.43,2026-01-01 17:30:00,Credit Card,Home,52,1004,Mobile,Kolkata,27,3,0,0,0,0,17,5.611045647604334,0.10714285714285714,240.13,1.1298054991083648,0.21428571428571427
TXN000107,CUST7910,490.52,2026-01-01 17:40:00,UPI,Grocery,54,32,Tablet,Bhubaneswar,63,1,0,1,0,0,17,6.197502630519253,0.015625,491.8142857142857,0.9953445227121199,1.03125
TXN000108,CUST7938,127.84,2026-01-01 17:50:00,Wallet,Sports,24,1486,Tablet,Kolkata,61,3,0,0,1,0,17,4.858571324462998,0.04838709677419355,944.56,0.13520030458141208,0.5967741935483871
TXN000109,CUST5488,266.48,2026-01-01 18:00:00,Wallet,Sports,61,744,Desktop,Bhubaneswar,31,4,0,0,0,0,18,5.589044797185778,0.125,708.0683333333333,0.3758170933219883,0.25
TXN000110,CUST1206,166.31,2026-01-01 18:10:00,UPI,Beauty,68,380,Mobile,Kolkata,21,8,0,0,0,0,18,5.119848379069572,0.36363636363636365,792.3616666666667,0.20962696710411602,0.7272727272727273
TXN000111,CUST6134,575.46,2026-01-01 18:20:00,Credit Card,Beauty,46,588,Mobile,Kolkata,49,7,0,0,0,0,18,6.356905953086827,0.14,436.032,1.3167456845265337,1.28
TXN000112,CUST6977,174.24,2026-01-01 18:30:00,Net Banking,Grocery,32,1310,Tablet,Mumbai,17,6,0,0,1,0,18,5.166156462945698,0.3333333333333333,289.878,0.5990140196233473,1.1666666666666665
TXN000113,CUST8721,122.38,2026-01-01 18:40:00,Wallet,Clothing,69,2053,Tablet,Kolkata,56,3,1,0,1,1,18,4.815269023781492,0.05263157894736842,467.846,0.2610238756436015,1.6052631578947367
TXN000114,CUST8035,122.81,2026-01-01 18:50:00,UPI,Beauty,20,964,Desktop,Bangalore,11,6,0,0,0,0,18,4.8187481324326,0.5,176.152,0.6932464776011561,1.0
TXN000115,CUST2484,175.52,2026-01-01 19:00:00,Wallet,Beauty,46,102,Mobile,Delhi,60,4,0,0,0,0,19,5.173434184401347,0.06557377049180328,535.588,0.3271038487629243,0.13114754098360656
TXN000116,CUST8858,1382.32,2026-01-01 19:10:00,Debit Card,Clothing,68,1900,Desktop,Hyderabad,85,4,0,0,0,1,19,7.232241685955966,0.046511627906976744,1083.352,1.2747889984064213,2.0930232558139537
TXN000117,CUST1863,2289.56,2026-01-01 19:20:00,Net Banking,Home,52,1262,Desktop,Bangalore,71,2,0,0,0,0,19,7.7365516081376065,0.027777777777777776,1191.815,1.9194594300038144,2.0555555555555554
TXN000118,CUST3790,351.33,2026-01-01 19:30:00,Credit Card,Grocery,55,967,Desktop,Bangalore,34,4,0,0,0,0,19,5.864568236419437,0.11428571428571428,378.6457142857143,0.9254154249074324,0.22857142857142856
TXN000119,CUST8408,110.67,2026-01-01 19:40:00,Debit Card,Grocery,54,1267,Mobile,Hyderabad,52,7,0,0,0,0,19,4.7155480934577,0.1320754716981132,669.3225,0.16509963487724194,0.2641509433962264
TXN000120,CUST9755,364.79,2026-01-01 19:50:00,Credit Card,Home,66,1098,Desktop,Hyderabad,63,0,0,1,1,0,19,5.902059398240283,0.0,904.59,0.4028202608244349,1.5
TXN000121,CUST6116,1970.21,2026-01-01 20:00:00,Debit Card,Electronics,18,646,Tablet,Mumbai,41,1,0,0,1,1,20,7.586402846378281,0.023809523809523808,499.8825,3.933477412367172,2.5476190476190474
TXN000122,CUST7019,619.71,2026-01-01 20:10:00,Wallet,Beauty,49,339,Desktop,Hyderabad,89,8,0,0,0,0,20,6.430863984132426,0.08888888888888889,1314.9514285714286,0.47092163627402667,1.1777777777777778
TXN000123,CUST2757,114.32,2026-01-01 20:20:00,Credit Card,Beauty,46,1766,Tablet,Mumbai,31,8,0,0,0,0,20,4.7477108727702015,0.25,655.2975,0.17418929677470962,0.5
TXN000124,CUST8574,3052.75,2026-01-01 20:30:00,Credit Card,Beauty,21,1200,Mobile,Bangalore,45,8,0,0,1,1,20,8.024125622571951,0.17391304347826086,1095.0175,2.7853113659225333,2.8478260869565215
TXN000125,CUST7374,344.33,2026-01-01 20:40:00,Net Banking,Beauty,63,687,Tablet,Bhubaneswar,83,1,0,0,0,0,20,5.84450048159508,0.011904761904761904,402.3771428571428,0.8536180249606891,0.023809523809523808
TXN000126,CUST7892,288.89,2026-01-01 20:50:00,Debit Card,Grocery,57,2022,Tablet,Pune,81,1,0,0,0,0,20,5.6695015406793265,0.012195121951219513,1340.53,0.2153436747594165,0.024390243902439025
TXN000127,CUST2678,1590.45,2026-01-01 21:00:00,Credit Card,Electronics,35,14,Mobile,Chennai,64,4,0,0,0,1,21,7.372400829326333,0.06153846153846154,794.8720000000001,1.998374110409714,2.123076923076923
